Year,Ref_Area_Code,Reference_Area,Economic_Activity_Code,Economic_Activity,Capital_Deepening_Growth_kserhrs,Capital_Services_Growth_kser,Gross_Value_Added_gva,Hours_hrsto,Total_Labour_Compensation_lctot,sL,sK,log_share_ratio,dy,gK,gH,dx,dx_oecd_direct,dx_gap_check,country_sector
2013,FRA,France,J,Information and communication,2.583427819,2.481611746,94506.3,1448.935,67322.21669,0.7123569189567256,0.2876430810432744,0.9068586668441695,0.08274733159940273,0.02481611746,-0.0010181607352199862,0.025834278195219985,0.02583427819,5.219984167137426e-12,France | J
2014,FRA,France,J,Information and communication,3.572847712,3.134532801,94762.0,1442.598,69185.50352,0.7300975445853823,0.26990245541461766,0.9951175304551841,0.08825886361101465,0.03134532801,-0.004383149108470263,0.03572847711847026,0.035728477120000005,-1.5297416111614837e-12,France | J
2015,FRA,France,J,Information and communication,0.240369632,2.634876665,97967.4,1477.558,71502.15733,0.7298566393514578,0.27014336064854216,0.9938953469553141,-0.001222183499870022,0.02634876665,0.02394507032601112,0.002403696323988881,0.00240369632,3.9888812738975155e-12,France | J
2016,FRA,France,J,Information and communication,0.317907594,3.923251823,101623.7,1531.801,74624.046,0.734317349201023,0.265682650798977,1.0166387366040492,0.022743389648735124,0.03923251823,0.03605344229309004,0.003179075936909956,0.00317907594,-3.0900442794801197e-12,France | J
2017,FRA,France,J,Information and communication,4.020165017,4.455304886,106844.2,1538.481,78890.52034,0.7383697041112199,0.26163029588878006,1.0375122303951236,0.020873493791074393,0.04455304886000001,0.004351398692560515,0.04020165016743949,0.04020165017,-2.5605073616929985e-12,France | J
2018,FRA,France,J,Information and communication,-1.044318412,4.808148146,112243.7,1631.207,84106.57446,0.7493211152162661,0.2506788847837339,1.0949948403140142,0.05748260991889054,0.04808148146,0.05852466557573166,-0.010443184115731662,-0.010443184119999999,4.268337419621737e-12,France | J
2019,FRA,France,J,Information and communication,3.761329064,4.822799396,117186.4,1648.614,87328.86434,0.7452133041035479,0.2547866958964521,1.073243783204771,-0.021751057109243188,0.04822799396,0.010614703326621289,0.03761329063337871,0.03761329064,-6.621286852137587e-12,France | J
2020,FRA,France,J,Information and communication,4.162836898,3.633418655,115434.5,1639.909,87457.34812,0.757636132352113,0.24236386764788698,1.139763051687259,0.06651926848248801,0.03633418655,-0.0052941824230723356,0.04162836897307234,0.041628368980000004,-6.9276667735707065e-12,France | J
2021,FRA,France,J,Information and communication,-2.743133353,5.935495483,124843.4,1788.589,96758.21276,0.7750366680176926,0.22496333198230745,1.236972921849299,0.09720987016204008,0.05935495483,0.086786288357807,-0.027431333527806995,-0.02743133353,2.193006193307312e-12,France | J
2022,FRA,France,J,Information and communication,-1.606195814,4.385896975,131672.5,1899.039,105537.1829,0.8015127144999905,0.1984872855000095,1.395775790125841,0.1588028682765419,0.04385896975,0.05992092789453629,-0.016061958144536294,-0.016061958140000002,-4.536291481338495e-12,France | J
2000,FRA,France,C,Manufacturing,4.335174194,3.426538379,212007.3,5682.662,130744.8005,0.6166995216674143,0.38330047833258574,0.4755626860462257,,0.03426538379,,,0.04335174194,,France | C
2001,FRA,France,C,Manufacturing,4.2778469,2.986929586,213133.6,5609.775,133550.2072,0.6266032535461326,0.37339674645386745,0.5176720531160315,0.04210936706980578,0.02986929586,-0.012909173138742958,0.042778468998742956,0.042778469,-1.2570430807379296e-12,France | C
2002,FRA,France,C,Manufacturing,4.795838191,1.52931612,212440.2,5429.491,135385.6386,0.637288227934261,0.362711772065739,0.5636135278500227,0.04594147473399124,0.0152931612,-0.032665220716181054,0.047958381916181056,0.04795838190999999,6.1810626061920004e-12,France | C
2003,FRA,France,C,Manufacturing,2.555758867,0.740071474,210775.2,5331.798,135845.8619,0.6445059091392156,0.35549409086078443,0.5949753638468644,0.031361835996841725,0.00740071474,-0.018156873934536577,0.02555758867453658,0.025557588670000003,4.536575975988555e-12,France | C
2004,FRA,France,C,Manufacturing,2.661771319,0.948101138,213153.6,5241.207,137328.0392,0.644267979522748,0.35573202047725205,0.5939370608989275,-0.0010383029479369421,0.00948101138,-0.01713670180830107,0.02661771318830107,0.02661771319,-1.6989291917735017e-12,France | C
2005,FRA,France,C,Manufacturing,2.888054806,0.735154249,214005.1,5129.575,138931.2085,0.6491957831846064,0.35080421681539364,0.6155060592225228,0.021568998323595268,0.007351542490000001,-0.021529005572547888,0.02888054806254789,0.02888054806,2.5478889831287432e-12,France | C
2006,FRA,France,C,Manufacturing,4.584401742,1.706321865,214859.0,4984.046,140564.1443,0.654215761499402,0.34578423850059803,0.6376222152010176,0.02211615597849481,0.01706321865,-0.02878079876978923,0.04584401741978923,0.04584401742,-2.1076890233118206e-13,France | C
2007,FRA,France,C,Manufacturing,2.370301851,2.163689979,224404.6,4973.759,142440.1249,0.6347469031383491,0.36525309686165086,0.5526358123646171,-0.08498640283640047,0.02163689979,-0.0020661187198331987,0.0237030185098332,0.023703018509999996,-1.6679713166212196e-13,France | C
2008,FRA,France,C,Manufacturing,2.488172307,1.688766844,220252.7,4934.157,144706.4041,0.6570017261990432,0.3429982738009568,0.6499612313739583,0.09732541900934122,0.01688766844,-0.007994054631998537,0.024881723071998537,0.02488172307,1.998536752756408e-12,France | C
2009,FRA,France,C,Manufacturing,5.919979965,-1.251939498,203682.8,4592.675,139740.4666,0.6860690573774517,0.3139309426225483,0.7818052556234225,0.13184402424946418,-0.012519394980000001,-0.07171919463712761,0.059199799657127614,0.059199799649999996,7.127617940305697e-12,France | C
2010,FRA,France,C,Manufacturing,1.995914311,-0.866662984,205147.3,4463.07,140982.1198,0.6872238620737392,0.3127761379262608,0.7871723733309172,0.005367117707494651,-0.00866662984,-0.02862577294683888,0.019959143106838877,0.01995914311,-3.1611241402274004e-12,France | C
2011,FRA,France,C,Manufacturing,0.157663654,0.298767308,212674.5,4469.372,143701.0965,0.6756855970038722,0.3243144029961278,0.7340144497679751,-0.05315792356294202,0.0029876730800000003,0.0014110365442334682,0.001576636535766532,0.0015766365399999998,-4.233467743031127e-12,France | C
