country_id,country_name,year,gva_nom_nc,lctot_nom_nc,gva_ph_real_nc,gva_ph_nom_nc,lc_ph_nom_nc,ulc_index,ulc_nom_nc,ln_gva_ph_real,ln_gva_ph_nom,ln_lc_ph_nom,ln_ulc_nom,g_prod_real,g_prod_nom,g_p_output,g_lc_nom,g_w_real_output,g_ulc_nom,g_ulc_identity,g_ulc_gap_check,labour_share,ln_labour_share,dln_labour_share,ulc_index_rebased,labour_share_index,prod_index,w_real_output_index,gap_firm,gap_from_ls
ITA,Italy,1991,727082.794,506499.1336,31.56145316,17.35526839,12.08999645,110.9013893,0.696618236,3.4519365392776136,2.853896113901749,2.4923783709955583,-0.36151774281120697,-0.0004004482626185357,0.06778455686145701,0.06818500512407555,0.07450138622461333,0.006316381100537782,0.006716829791772294,0.07490183448723187,-0.06818500469545957,0.69661823629951,-0.3615177423812583,0.0067168300684049,96.8038401534228,96.80384015963199,118.88430932072637,112.90629746414082,0.05159258091237984,0.3615177423812583
ITA,Italy,1992,763243.804,534547.3867,31.98560411,18.32053767,12.83101872,111.4974848,0.700362563,3.465285930014656,2.9080227076144434,2.5518655768783822,-0.3561571308841982,0.013349390737042555,0.05412659371269424,0.04077720297565168,0.05948720588282397,0.018710002907172285,0.005360611927008763,0.04613781514578141,-0.04077720321877265,0.7003625629170519,-0.35615713100263413,0.005360611378624147,97.32416125906808,97.3241613003983,120.48198267508215,115.03866067388596,0.04623196874224966,0.35615713100263413
ITA,Italy,1993,789026.018,538465.6806,32.70195188,19.46362097,13.28282169,108.6447767,0.682443504,3.487434766641677,2.9685471319048475,2.5864715981349464,-0.38207553337128985,0.02214883662702105,0.060524424290404166,0.038375587663383115,0.0346060212565642,-0.003769566406818914,-0.025918402487091652,0.01245718462954315,-0.0383755871166348,0.6824435041633823,-0.38207553313188203,-0.025918402129247897,94.83408335598834,94.83408336529313,123.18029030490399,114.60583110555349,0.07215037177608963,0.38207553313188203
ITA,Italy,1994,833955.972,548796.8363,34.12398832,20.98468173,13.80927451,104.7636506,0.65806452,3.5300006067652974,3.0437927301230068,2.6253404323700065,-0.41845229775262255,0.04256584012362019,0.07524559821815924,0.032679758094539046,0.038868834235060046,0.006189076140520999,-0.036376764381332694,-0.0036970058885601453,-0.03267975849277255,0.6580645198617272,-0.418452297962743,-0.036376764830861,91.44631776557407,91.44631776195781,128.53675533017613,115.31733482460142,0.10852713575918926,0.418452297962743
ITA,Italy,1995,895283.9,570860.126,35.13734528,22.54489645,14.37530869,101.5105268,0.637630282,3.559264532950099,3.1155087188263497,2.6655120605398057,-0.4499966589074487,0.02926392618480156,0.07171598870334295,0.04245206251854139,0.040171628169799245,-0.002280434348742144,-0.03154436115482617,0.010907701984997686,-0.04245206313982386,0.6376302824165608,-0.4499966582541536,-0.031544360291410556,88.60672415613227,88.60672420504243,132.35382426151523,115.05466083249279,0.14007149629273297,0.4499966582541536
ITA,Italy,1996,949523.4,610316.6611,35.22907645,23.65018259,15.20141628,102.3273439,0.642761054,3.5618717771358432,3.1633708354155385,2.721388599827377,-0.44198223500658096,0.0026072441857443174,0.04786211658918882,0.0452548724034445,0.05587653928757108,0.01062166688412658,0.008014423900867762,0.053269295101826764,-0.045254871200959,0.6427610537033632,-0.44198223546808496,0.00801442278606862,89.31970920061254,89.31970921987873,132.6993532437629,116.28324637580123,0.13205707359434982,0.44198223546808496
ITA,Italy,1997,987242.7,637862.4021,35.80405063,24.5853316,15.88470461,102.8596922,0.646104957,3.578061033095504,3.2021499886720672,2.7653566720182057,-0.43679331626048035,0.01618925595966081,0.0387791532565287,0.02258989729686789,0.04396807219082888,0.02137817489396099,0.0051889187461006125,0.02777881623116807,-0.022589897485067456,0.6461049568662295,-0.43679331646752184,0.005188919000563119,89.7843865149764,89.78438649994382,134.86514098237,118.79593258037085,0.12686815466005008,0.43679331646752184
ITA,Italy,1998,1023890.8,636714.7338,35.73656361,25.03896003,15.5706788,98.99959235,0.621858048,3.5761743554163825,3.220433013021163,2.7453895815558442,-0.47504343093831414,-0.00188667767912154,0.0182830243490959,0.02016970202821744,-0.019967090462361448,-0.04013679249057889,-0.03825011467783379,-0.018080412783239908,-0.020169701894593883,0.6218580475574154,-0.47504343165002744,-0.038250115182505595,86.4149743623042,86.4149743732042,134.6109338100912,114.12226530078352,0.16511826947150698,0.47504343165002744
ITA,Italy,1999,1054253.7,656854.1549,35.94141054,25.52339604,15.90238548,99.18956023,0.623051316,3.5818901276637307,3.239595523290786,2.7664691281614617,-0.4731263944054583,0.005715772247348205,0.01916251026962268,0.013446738022274474,0.021079546605617505,0.0076328085833430315,0.0019170365328558536,0.0153637743582693,-0.013446737825413446,0.6230513157316877,-0.4731263948361006,0.0019170368139268534,86.58079392873056,86.58079395068677,135.38254231829467,114.9966715494608,0.16320123313551171,0.4731263948361006
ITA,Italy,2000,1115546.2,678123.0209,36.9969497,26.76068221,16.26739857,96.77497643,0.6078843,3.6108354687052757,3.286933728582305,2.7891630172361666,-0.49777071117719274,0.028945341041545003,0.04733820529151922,0.018392864249974217,0.02269388907470482,0.004301024824730604,-0.024644316771734454,-0.0062514519668401825,-0.01839286480489427,0.6078842999958227,-0.49777071118406463,-0.024644316347964046,84.47314689484216,84.47314690602623,139.35850132631074,115.4923402661774,0.18784554935232656,0.49777071118406463
ITA,Italy,2001,1178148.1,712422.3304,37.19478338,27.87892451,16.85829512,96.26751999,0.604696753,3.6161685197252837,3.3278710094667705,2.824842827650555,-0.5030281813221489,0.005333051020008028,0.040937280884465466,0.03560422986445744,0.0356798104143885,7.558054993106467e-05,-0.0052574701449561445,0.030346759394380474,-0.03560422953933662,0.6046967528106185,-0.5030281816353331,-0.005257470451268509,84.03019724008448,84.03019724990335,140.10369262938374,115.5010695706462,0.19310301982240397,0.5030281816353331
ITA,Italy,2002,1220342.3,743043.6181,37.02079473,28.6342692,17.43487134,96.93370006,0.60888131,3.6114797745000153,3.354604224304853,2.8584723006911523,-0.4961319235340527,-0.004688745225268409,0.026733214838082553,0.03142196006335096,0.03362947304059727,0.0022075129772463065,0.006896257788096161,0.03831821826586568,-0.03142196047776952,0.6088813098587175,-0.496131923766089,0.006896257869244138,84.61169391399203,84.61169392988529,139.44831974841924,115.75632131271989,0.18620676161988836,0.496131923766089
ITA,Italy,2003,1264275.0,780666.6225,36.78262304,29.46229468,18.19242655,98.30287251,0.617481657,3.605025533653357,3.383111299379248,2.901005383852914,-0.4821059161843727,-0.0064542408466583545,0.028507075074394983,0.03496131592105334,0.04253308316176163,0.007571767240708294,0.014026007349680014,0.048987324008419986,-0.03496131665873997,0.6174816574716735,-0.48210591542050635,0.014026008345582652,85.80682006911829,85.80682008688115,138.5511849833671,116.63612787620474,0.1721807535325226,0.48210591542050635
ITA,Italy,2004,1312780.2,809924.8725,37.20082329,30.43628668,18.77778596,98.21885471,0.616953906,3.616330892485817,3.4156355373788667,2.932674573326404,-0.4829609645124864,0.011305358832459866,0.03252423799961868,0.02121887916715881,0.03166918947349018,0.010450310306331367,-0.0008550483281136723,0.02036383064103031,-0.021218878969143984,0.6169539062974899,-0.48296096403029487,-0.0008550486097885224,85.73348243347117,85.73348244274897,140.12644349972769,117.86140270563092,0.1730358020586511,0.48296096403029487
ITA,Italy,2005,1348360.1,839203.5273,37.37997689,31.16717089,19.39808197,99.08400562,0.622388283,3.621135183782175,3.4393653257844345,2.9651741936557934,-0.4741911318092962,0.004804291296358176,0.02372978840556783,0.018925497109209655,0.032499620329389245,0.01357412322017959,0.008769832703190206,0.02769532903303107,-0.018925496329840863,0.6223882828481797,-0.47419113205322805,0.008769831977066822,86.48865719664457,86.48865721648836,140.80127148975558,119.47217559075658,0.1642659701348288,0.47419113205322805
ITA,Italy,2006,1394329.2,872786.2917,37.33602973,31.5807083,19.76807865,99.65170674,0.625954252,3.6199588049296056,3.4525464373283503,2.9840684473307615,-0.468477990424707,-0.001176378852569382,0.013181111543915769,0.01435749039648515,0.01889425367496811,0.004536763278482958,0.005713141384589171,0.02007063252753749,-0.01435749114294832,0.6259542521952491,-0.46847799011278457,0.005713141940443478,86.98419335558968,86.98419337776026,140.63573323849945,120.01542393257017,0.1585528280037769,0.46847799011278457
ITA,Italy,2007,1453436.5,906850.293,37.35000137,32.41534898,20.22507947,99.33028523,0.623935269,3.6203329482588793,3.4786320445723993,3.0069233922322622,-0.4717086515705396,0.00037414332927365734,0.02608560724404896,0.0257114639147753,0.02285494490150075,-0.00285651901327455,-0.003230661145832592,0.022480801572227094,-0.025711462718059686,0.6239352685858652,-0.47170865223428593,-0.00323066212150136,86.70363026551205,86.70363028534692,140.68836100449798,119.67308677130633,0.1617834903463251,0.47170865223428593
ITA,Italy,2008,1479747.8,928918.8929,37.18480256,33.12957931,20.79725487,99.93836505,0.627754873,3.6159001444732906,3.5004265180724135,3.034821000593642,-0.465605518330207,-0.004432803785588746,0.021794473500014178,0.026227277285602923,0.027897608361379778,0.0016703310757768541,0.00610313324033257,0.032330412146968524,-0.026227278906635954,0.6277548734318105,-0.46560551764234226,0.006103134591943671,87.23441226984353,87.23441228000729,140.06609731062136,119.8731474843734,0.15568035548495995,0.46560551764234226
ITA,Italy,2009,1425773.8,922466.1941,36.40058574,33.07682355,21.4004855,103.0011271,0.646993369,3.594584866271466,3.498832842268056,3.0634136086863495,-0.43541923337455984,-0.02131527820182466,-0.0015936758043575416,0.01972160239746712,0.028592608092707472,0.008871005695240353,0.03018628495564718,0.04990788629453213,-0.019721601338884953,0.6469933688639811,-0.4354192335847923,0.030186284057549972,89.90784251077714,89.90784248852529,137.11214349452916,120.94127352988068,0.12549407158789538,0.4354192335847923
ITA,Italy,2010,1449486.7,939636.5077,37.25836105,33.80827377,21.91637102,103.2019242,0.64825466,3.6178763773568243,3.52070555862842,3.08723389271703,-0.43347166600455006,0.02329151108535843,0.02187271636036403,-0.0014187947249943988,0.023820284030680483,0.025239078755674882,0.001947567370009784,0.0005287729453220535,0.0014187944246877304,0.6482546598737332,-0.43347166619932964,0.0019475673854626452,90.08311470974922,90.08311469206596,140.34317423207972,124.03256645283359,0.12354650391757804,0.43347166619932964
ITA,Italy,2011,1480015.2,950486.4099,37.54904503,34.51960527,22.1689721,102.2402454,0.642213952,3.625647945929356,3.541527431329455,3.0986936580968827,-0.4428337722434997,0.007771568572531695,0.020821872701035193,0.013050304128503498,0.011459765379852715,-0.0015905387486507827,-0.009362106238949619,0.0036881968073210203,-0.01305030304627064,0.6422139515188763,-0.44283377299266385,-0.009362106793334213,89.24368247700862,89.24368251018565,141.4381100076193,123.83544465628034,0.13290861123876052,0.44283377299266385
ITA,Italy,2012,1455350.5,937492.2776,37.40638785,34.79799191,22.41580203,102.5515543,0.644169413,3.6218414879644887,3.549559681379872,3.1097661579175364,-0.439793523808366,-0.003806457964867338,0.008032250050416856,0.011838708015284194,0.011072499820653725,-0.0007662081946304689,0.0030402484351336745,0.014878957785521063,-0.011838709350387389,0.6441694132100824,-0.4397935234822369,0.0030402495104269733,89.51541845059879,89.51541843544558,140.9007551454092,123.74059726486348,0.12986836146852365,0.4397935234822369
ITA,Italy,2013,1445573.7,927669.1488,37.81995418,35.48075407,22.76909225,102.1633259,0.641730787,3.6328368517012857,3.568990410597716,3.1254040132291534,-0.4435863981286036,0.010995363736796993,0.019430729217844167,0.008435365481047175,0.01563785531161699,0.007202489830569814,-0.003792874320237616,0.004642491574819996,-0.008435365895057612,0.6417307874375412,-0.44358639744678935,-0.003792873964552468,89.17654082053632,89.17654080176742,142.45855881341868,124.63505495276598,0.13366123537475083,0.44358639744678935
ITA,Italy,2014,1453767.7,929270.9813,37.834027,35.71999189,22.83277577,101.7629076,0.639215592,3.6332088828870295,3.5757105289645996,3.1281970374698087,-0.44751349183633726,0.0003720311857438041,0.006720118366883465,0.006348087181139661,0.0027930242406553063,-0.003555062940484355,-0.003927093707733642,0.002420993054911502,-0.006348086762645144,0.6392155922160053,-0.4475134914984148,-0.003927094051625446,88.82702284468076,88.82702288290096,142.5115676998414,124.19275615368447,0.13758832950097943,0.4475134914984148
ITA,Italy,2015,1479703.7,943527.869,37.88247155,36.06761243,22.99838643,101.5131069,0.637646489,3.634488513021497,3.585395300043717,3.135424058250766,-0.44997124167980157,0.0012796301344675243,0.009684771079117471,0.008405140944649947,0.007227020780957272,-0.0011781201636926752,-0.0024577498434643075,0.0059473906464897475,-0.008405140489954055,0.6376464889558633,-0.4499712417490197,-0.0024577502506049065,88.60897627929825,88.60897630692324,142.69404652418154,124.04652831736976,0.14004607979913963,0.4499712417490197
ITA,Italy,2016,1515428.7,955802.7041,37.76797017,36.33010073,22.91391771,100.4095208,0.630714401,3.6314613934216022,3.5926466188689585,3.1317444862107306,-0.4609021322134497,-0.0030271195998947675,0.007251318825241437,0.010278438425136205,-0.0036795720400353282,-0.013958010465171533,-0.010930890533648152,-0.0006524524401405607,-0.010278438093507591,0.6307144005521342,-0.46090213292354254,-0.010930891174522839,87.64567570124191,87.64567568853617,142.2627477050631,122.32711329883895,0.1509769706644164,0.46090213292354254
ITA,Italy,2017,1552004.0,969900.7509,38.0492536,36.80585219,23.00124464,99.48935302,0.62493444,3.6388814678209433,3.605656859433622,3.1355483292476065,-0.47010853074770576,0.0074200743993411145,0.013010240564663267,0.005590166165322152,0.0038038430368758647,-0.0017863231284462877,-0.009206398534256033,-0.00361623136246525,-0.005590167171790783,0.6249344401818552,-0.4701085304567069,-0.009206397533164379,86.84247769577338,86.84247770912965,143.32227389764336,122.10879260082751,0.1601833681922038,0.4701085304567069
ITA,Italy,2018,1582453.4,992633.6624,38.0506455,37.16089014,23.3101022,99.86199007,0.62727513,3.638918048684167,3.615256867910623,3.1488868374224386,-0.46637003076771033,3.658086322344545e-05,0.009600008477001154,0.009563427613777709,0.013338508174832064,0.003775080561054356,0.0037384999799954244,0.013301927311608619,-0.009563427331613195,0.627275130123895,-0.46637003057019727,0.0037384998865096497,87.16774591514495,87.16774593095532,143.32751684603693,122.57063432648475,0.1564448684943729,0.46637003057019727
ITA,Italy,2019,1604269.8,1012092.949,38.30455897,37.6599728,23.75871748,100.4350126,0.630874526,3.645568922261985,3.6285978009770194,3.1679495149230954,-0.46064828565942095,0.006650873577818128,0.013340933066396499,0.00669005948857837,0.01906267750065682,0.012372618012078451,0.005721745108289378,0.012411803922838693,-0.006690058814549316,0.6308745255941364,-0.46064828630275595,0.00572174426744132,87.66792703774905,87.66792707123592,144.28394706346546,124.09657443547054,0.15072312406011346,0.46064828630275595
ITA,Italy,2020,1496321.9,939902.6736,39.8053485,39.8053485,25.00341235,100.0,0.628142029,3.684001287683725,3.684001287683725,3.2190123095537424,-0.4649889772564176,0.03843236542174022,0.055403486706705696,0.016971121284965474,0.051062794630647,0.03409167334568153,-0.004340691596996626,0.01263042920890678,-0.016971120805903406,0.628142028530091,-0.46498897800451117,-0.004340691701755217,87.28821231586032,87.28821233619017,149.93705580359,128.40017599282604,0.15506381613617126,0.46498897800451117
ITA,Italy,2021,1644016.4,1024752.511,39.34494437,39.67183802,24.72835163,99.23274221,0.62332256,3.672367488083291,3.680641566198058,3.207950424641363,-0.47269114137343443,-0.011633799600434092,-0.003359721485667322,0.00827407811476677,-0.011061884912379583,-0.019335963027146352,-0.007702164117016852,0.000571914688054509,-0.008274078805071361,0.6233225599209352,-0.47269114150027847,-0.0077021634957673,86.61848670711514,86.61848673243136,148.2028255472712,125.94128406910139,0.16276597956288352,0.47269114150027847
ITA,Italy,2022,1793606.6,1082763.074,39.5955484,41.50695807,25.05688901,96.10553269,0.603679243,3.6787166978000774,3.725861077519908,3.221148800101693,-0.5047122767425392,0.006349209716786319,0.04521951132185009,0.03887030160506377,0.01319837546032998,-0.025671926144733792,-0.032021135369104725,0.0068491657435436615,-0.03887030111264839,0.6036792427057305,-0.5047122772299992,-0.03202113572972076,83.88880142173574,83.88880146032767,149.14678991001796,122.74927652210798,0.19478711542440408,0.5047122772299992
ITA,Italy,2023,1924797.7,1129290.754,38.77073141,43.1948418,25.3426817,93.40343079,0.586706205,3.6576656168647035,3.7657210853432077,3.23248999802281,-0.5332310870026189,-0.02105108093537389,0.03986000782329979,0.06091108875867368,0.011341197921117097,-0.049569890837556585,-0.02851881026007974,0.032392278856490986,-0.06091108911657073,0.5867062050209224,-0.5332310869669582,-0.028518809736958972,81.53018497827284,81.53018501670482,146.03990513905862,116.81295518302741,0.22330592532658677,0.5332310869669582
JPN,Japan,1970,77047621.03,,1512.430623,627.8503956,,,,7.3214733197620685,6.442301914521578,,,,,,,,,,,,,,,,62.54131039937703,,,
JPN,Japan,1971,84781286.23,,1581.810909,687.2570159,,,,7.366325614635059,6.532708335650941,,,0.044852294872990583,0.09040642112936315,0.04555412625637256,,,,,,,,,,,65.41029092406161,,,
JPN,Japan,1972,97793683.39,,1728.480182,792.5320511,,,,7.454997793863495,6.67523294796203,,,0.08867217922843551,0.14252461231108882,0.053852433082653306,,,,,,,,,,,71.4752888084267,,,
JPN,Japan,1973,120103076.2,,1847.144774,963.5007207,,,,7.521396360451737,6.8705732358562175,,,0.0663985665882425,0.19534028789418745,0.12894172130594495,,,,,,,,,,,76.38225046923104,,,
JPN,Japan,1974,142443894.3,,1884.168251,1181.919148,,,,7.5412417563505345,7.074894792919196,,,0.019845395898797413,0.20432155706297817,0.18447616116418075,,,,,,,,,,,77.91322764723097,,,
JPN,Japan,1975,156819883.4,,1961.391358,1319.851558,,,,7.581409376912009,7.1852745531961535,,,0.04016762056147449,0.11037976027695784,0.07021213971548335,,,,,,,,,,,81.10652076854547,,,
JPN,Japan,1976,176460366.4,,2003.488663,1462.023212,,,,7.602645271462735,7.2875765170646725,,,0.02123589455072583,0.10230196386851897,0.08106606931779314,,,,,,,,,,,82.84730846415552,,,
JPN,Japan,1977,195438071.4,,2056.544245,1599.311342,,,,7.628782302148498,7.377328404324364,,,0.026137030685763563,0.08975188725969119,0.06361485657392763,,,,,,,,,,,85.04123760829027,,,
JPN,Japan,1978,215189712.4,,2137.317184,1748.862541,,,,7.667306669199975,7.466720879019783,,,0.03852436705147699,0.08939247469541911,0.05086810764394212,,,,,,,,,,,88.38132169085712,,,
JPN,Japan,1979,234038156.8,,2258.552214,1880.027919,,,,7.722479273711636,7.539041906245642,,,0.05517260451166095,0.07232102722585942,0.017148422714198475,,,,,,,,,,,93.39457487893924,,,
JPN,Japan,1980,253284451.1,179218101.6,2347.406479,2025.418909,1433.138632,122.7358645,0.707576406,7.761066371737191,7.613531826788248,7.267622165647174,-0.34590966094942416,0.03858709802555449,0.0744899205426055,0.035902822517051014,,,,,,0.7075764059801775,-0.3459096609774389,,100.0,100.0,97.06883410324055,,,0.3459096609774389
JPN,Japan,1981,270721527.3,191360885.6,2418.290588,2163.787567,1529.484224,122.6107429,0.706855075,7.79081620095985,7.679615468326992,7.332685849055907,-0.3469296199537648,0.02974982922265923,0.06608364153874469,0.036333812316085456,0.06506368340873347,0.02872987109264802,-0.0010199590043406537,0.035313854186074245,-0.0363338131904149,0.7068550754293856,-0.34692961934630556,-0.001019958368866647,99.89805620344981,99.89805616118693,100.0,100.0,0.0,0.34692961934630556
