country_id;country_name;year;gva_nom_nc;lctot_nom_nc;gva_ph_real_nc;gva_ph_nom_nc;lc_ph_nom_nc;ulc_index;ulc_nom_nc
CAN;Canada;1970;84959,56;;;;3,454504318;;
CAN;Canada;1971;92687,703;;;;3,72731587;;
CAN;Canada;1972;103203,9;;;;4,064363544;;
CAN;Canada;1973;121306,337;;;;4,440928915;;
CAN;Canada;1974;145057,364;;;;5,130173698;;
CAN;Canada;1975;166852,363;;;;5,956930828;;
CAN;Canada;1976;191258,801;;;;6,867194382;;
CAN;Canada;1977;211519,401;;;;7,521343547;;
CAN;Canada;1978;235368,433;;;;7,94956237;;
CAN;Canada;1979;270074,639;;;;8,522073789;;
CAN;Canada;1980;306043,687;;;;9,33016462;;
CAN;Canada;1981;345593;;;;10,53309008;;
CAN;Canada;1982;364857;;;;11,84553996;;
CAN;Canada;1983;398071;;;;12,41394153;;
CAN;Canada;1984;436590;;;;12,97248332;;
CAN;Canada;1985;471406;;;;13,50828968;;
CAN;Canada;1986;492390;;;;13,90910817;;
CAN;Canada;1987;535697;;;;14,56423237;;
